station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
CYUL,2021-09-24 07:00:00,60.8,57.2,87.92,230.0,9.0,0.0,29.93,1013.7,12.0,M,BKN,OVC,M,M,3500.0,4500.00,M,M,-RA,M,M,M,M,M,M,M,CYUL 241100Z 23009KT 12SM -RA BKN035 OVC045 16/14 A2993 RMK SC5SC3 SLP137 DENSITY ALT 300FT
CYUL,2021-09-24 08:00:00,60.8,57.2,87.92,250.0,9.0,0.0,29.93,1013.7,15.0,M,OVC,M,M,M,3300.0,M,M,M,M,M,M,M,M,M,M,M,CYUL 241200Z 25009KT 15SM OVC033 16/14 A2993 RMK SC8 /R24/ SLP137 DENSITY ALT 300FT
CYUL,2021-09-24 09:00:00,60.8,55.4,82.37,240.0,6.0,0.0,29.93,1013.8,15.0,M,BKN,BKN,BKN,BKN,4000.0,8000.00,11000.00,24000.00,M,M,M,M,M,M,M,M,CYUL 241300Z 24006KT 15SM BKN040 BKN080 BKN110 BKN240 16/13 A2993 RMK SC5AC1AC1CI1 CI TR SLP138 DENSITY ALT 300FT
CYUL,2021-09-24 10:00:00,62.6,55.4,77.29,230.0,8.0,0.0,29.94,1013.9,15.0,M,BKN,BKN,M,M,3500.0,25000.00,M,M,M,M,M,M,M,M,M,M,CYUL 241400Z 23008KT 15SM BKN035 BKN250 17/13 A2994 RMK SC5CI2 SLP139 DENSITY ALT 400FT
CYUL,2021-09-24 11:00:00,64.4,51.8,63.6,240.0,13.0,0.0,29.93,1013.7,30.0,20.00,FEW,FEW,BKN,M,3000.0,3500.00,25000.00,M,M,M,M,M,M,M,M,M,CYUL 241500Z 24013G20KT 30SM FEW030 FEW035 BKN250 18/11 A2993 RMK CU1SC1CI4 CU TR SLP137 DENSITY ALT 500FT
CYUL,2021-09-24 12:00:00,66.2,50.0,55.88,240.0,16.0,0.0,29.93,1013.8,30.0,M,FEW,SCT,M,M,3500.0,25000.00,M,M,M,M,M,M,M,M,M,M,CYUL 241600Z 24016KT 30SM FEW035 SCT250 19/10 A2993 RMK CU1CI2 SLP138 DENSITY ALT 600FT
CYUL,2021-09-24 13:00:00,68.0,51.8,56.13,230.0,12.0,0.0,29.92,1013.5,30.0,M,FEW,FEW,M,M,3500.0,25000.00,M,M,M,M,M,M,M,M,M,M,CYUL 241700Z 23012KT 30SM FEW035 FEW250 20/11 A2992 RMK CU1CI1 SLP135 DENSITY ALT 700FT
CYUL,2021-09-24 14:00:00,69.8,50.0,49.37,240.0,18.0,0.0,29.92,1013.3,30.0,M,FEW,FEW,M,M,4000.0,25000.00,M,M,M,M,M,M,M,M,M,M,CYUL 241800Z 24018KT 30SM FEW040 FEW250 21/10 A2992 RMK CU1CI1 CI TR SLP133 DENSITY ALT 800FT
CYUL,2021-09-24 15:00:00,69.8,50.0,49.37,240.0,16.0,0.0,29.92,1013.5,30.0,23.00,FEW,FEW,FEW,M,4000.0,7000.00,25000.00,M,M,M,M,M,M,M,M,M,CYUL 241900Z 24016G23KT 30SM FEW040 FEW070 FEW250 21/10 A2992 RMK CU1AC1CI1 AC TR CI TR SLP135 DENSITY ALT 800FT
CYUL,2021-09-24 16:00:00,68.0,48.2,49.1,230.0,19.0,0.0,29.94,1013.9,30.0,28.00,FEW,FEW,M,M,4500.0,6500.00,M,M,M,M,M,M,M,M,M,M,CYUL 242000Z 23019G28KT 30SM FEW045 FEW065 20/09 A2994 RMK SC1SC1 SC TR SLP139 DENSITY ALT 800FT
CYUL,2021-09-24 17:00:00,64.4,48.2,55.63,240.0,16.0,0.0,29.95,1014.4,30.0,26.00,FEW,FEW,M,M,4500.0,6500.00,M,M,M,M,M,M,M,M,M,M,CYUL 242100Z 24016G26KT 30SM FEW045 FEW065 18/09 A2995 RMK CU1SC2 CU TR DIST SHWR NW SLP144 DENSITY ALT 600FT
CYUL,2021-09-24 18:00:00,66.2,50.0,55.88,230.0,12.0,0.0,29.97,1015.1,30.0,18.00,FEW,BKN,M,M,4500.0,6000.00,M,M,M,M,M,M,M,M,M,M,CYUL 242200Z 23012G18KT 30SM FEW045 BKN060 19/10 A2997 RMK CU1SC5 CU TR SLP151 DENSITY ALT 500FT
CYUL,2021-09-24 19:00:00,64.4,50.0,59.5,210.0,15.0,0.0,29.98,1015.4,30.0,M,FEW,SCT,M,M,5500.0,7000.00,M,M,M,M,M,M,M,M,M,M,CYUL 242300Z 21015KT 30SM FEW055 SCT070 18/10 A2998 RMK SC2AC2 SLP154 DENSITY ALT 400FT
CYUL,2021-09-24 20:00:00,64.4,51.8,63.6,220.0,10.0,0.0,29.99,1015.8,15.0,M,FEW,OVC,M,M,4000.0,5500.00,M,M,M,M,M,M,M,M,M,M,CYUL 250000Z 22010KT 15SM FEW040 OVC055 18/11 A2999 RMK CF1SC7 SLP158 DENSITY ALT 400FT
CYUL,2021-09-24 21:00:00,64.4,50.0,59.5,200.0,12.0,0.0,30.0,1015.9,15.0,M,OVC,M,M,M,4000.0,M,M,M,M,M,M,M,M,M,M,M,CYUL 250100Z 20012KT 15SM OVC040 18/10 A3000 RMK SC8 DIST SHWR NW SLP159 DENSITY ALT 400FT
CYUL,2021-09-24 22:00:00,62.6,51.8,67.75,180.0,8.0,0.0,30.0,1015.9,15.0,M,BKN,M,M,M,4800.0,M,M,M,M,M,M,M,M,M,M,M,CYUL 250200Z 18008KT 15SM BKN048 17/11 A3000 RMK SC7 SLP159 DENSITY ALT 400FT
CYUL,2021-09-24 23:00:00,62.6,53.6,72.38,230.0,12.0,0.0,30.0,1016.1,15.0,M,BKN,M,M,M,6000.0,M,M,M,M,M,M,M,M,M,M,M,CYUL 250300Z 23012KT 15SM BKN060 17/12 A3000 RMK SC7 SLP161 DENSITY ALT 300FT
CYUL,2021-09-25 00:00:00,62.6,51.8,67.75,220.00,14.0,0.0,30.0,1016.1,15.0,M,FEW,BKN,M,M,4000.0,6000.00,M,M,M,M,M,M,M,M,M,M,CYUL 250400Z 22014KT 15SM FEW040 BKN060 17/11 A3000 RMK SC1SC7 SC TR SLP161 DENSITY ALT 400FT
CYUL,2021-09-25 01:00:00,62.6,51.8,67.75,210.00,9.0,0.0,30.0,1016.2,15.0,M,FEW,SCT,M,M,4200.0,6000.00,M,M,M,M,M,M,M,M,M,M,CYUL 250500Z 21009KT 15SM FEW042 SCT060 17/11 A3000 RMK SC1SC3 SC TR SLP162 DENSITY ALT 300FT
CYUL,2021-09-25 02:00:00,60.8,51.8,72.2,240.00,7.0,0.0,30.02,1016.6,15.0,M,BKN,M,M,M,4800.0,M,M,M,M,M,M,M,M,M,M,M,CYUL 250600Z 24007KT 15SM BKN048 16/11 A3002 RMK SC5 SLP166 DENSITY ALT 200FT
CYUL,2021-09-25 03:00:00,60.8,50.0,67.54,250.00,7.0,0.0,30.02,1016.9,15.0,M,SCT,M,M,M,4800.0,M,M,M,M,M,M,M,M,M,M,M,CYUL 250700Z 25007KT 15SM SCT048 16/10 A3002 RMK SC4 SLP169
CYUL,2021-09-25 04:00:00,57.2,50.0,76.82,250.00,4.0,0.0,30.02,1016.8,15.0,M,FEW,M,M,M,5000.0,M,M,M,M,M,M,M,M,M,M,M,CYUL 250800Z 25004KT 15SM FEW050 14/10 A3002 RMK SC1 SC TR SLP168
CYUL,2021-09-25 05:00:00,55.4,50.0,81.99,250.00,4.0,0.0,30.02,1016.9,15.0,M,FEW,M,M,M,5000.0,M,M,M,M,M,M,M,M,M,M,M,CYUL 250900Z 25004KT 15SM FEW050 13/10 A3002 RMK SC1 SC TR SLP169
CYUL,2021-09-25 06:00:00,55.4,51.8,87.65,230.00,3.0,0.0,30.03,1017.2,15.0,M,FEW,M,M,M,24000.0,M,M,M,M,M,M,M,M,M,M,M,CYUL 251000Z 23003KT 15SM FEW240 13/11 A3003 RMK CI1 CI TR SLP172
CYUL,2021-09-25 07:00:00,55.4,51.8,87.65,260.00,4.0,0.0,30.04,1017.5,30.0,M,FEW,FEW,M,M,2000.0,24000.00,M,M,M,M,M,M,M,M,M,M,CYUL 251100Z 26004KT 30SM FEW020 FEW240 13/11 A3004 RMK SC1CI1 SC TR CI TR SLP175
CYUL,2021-09-25 08:00:00,57.2,53.6,87.74,250.00,3.0,0.0,30.05,1017.6,30.0,M,FEW,FEW,M,M,2000.0,25000.00,M,M,M,M,M,M,M,M,M,M,CYUL 251200Z 25003KT 30SM FEW020 FEW250 14/12 A3005 RMK SC1CI1 SC TR SLP176
CYUL,2021-09-25 09:00:00,59.0,53.6,82.25,250.00,3.0,0.0,30.03,1017.1,30.0,M,FEW,FEW,M,M,3000.0,25000.00,M,M,M,M,M,M,M,M,M,M,CYUL 251300Z 25003KT 30SM FEW030 FEW250 15/12 A3003 RMK CF1CI2 CF TR SLP171
CYUL,2021-09-25 10:00:00,62.6,51.8,67.75,190.00,4.0,0.0,30.03,1017.1,30.0,M,FEW,BKN,M,M,2500.0,24000.00,M,M,M,M,M,M,M,M,M,M,CYUL 251400Z 19004KT 170V300 30SM FEW025 BKN240 17/11 A3003 RMK CF1CI6 CF TR SLP171 DENSITY ALT 300FT
CYUL,2021-09-25 11:00:00,64.4,51.8,63.6,210.00,4.0,0.0,30.03,1017.0,30.0,M,FEW,BKN,M,M,2500.0,25000.00,M,M,M,M,M,M,M,M,M,M,CYUL 251500Z 21004KT 180V240 30SM FEW025 BKN250 18/11 A3003 RMK CU1CI6 SLP170 DENSITY ALT 400FT
CYUL,2021-09-25 12:00:00,64.4,50.0,59.5,230.00,7.0,0.0,30.02,1016.6,30.0,M,FEW,BKN,M,M,3000.0,25000.00,M,M,M,M,M,M,M,M,M,M,CYUL 251600Z 23007KT 30SM FEW030 BKN250 18/10 A3002 RMK CU1CI5 SLP166 DENSITY ALT 500FT
CYUL,2021-09-25 13:00:00,66.2,50.0,55.88,260.00,6.0,0.0,29.99,1015.8,30.0,M,FEW,SCT,M,M,3500.0,25000.00,M,M,M,M,M,M,M,M,M,M,CYUL 251700Z 26006KT 190V280 30SM FEW035 SCT250 19/10 A2999 RMK CF1CI2 SLP158 DENSITY ALT 600FT
CYUL,2021-09-25 14:00:00,68.0,51.8,56.13,0.00,0.0,0.0,29.97,1015.0,30.0,M,FEW,SCT,M,M,3500.0,25000.00,M,M,M,M,M,M,M,M,M,M,CYUL 251800Z 00000KT 30SM FEW035 SCT250 20/11 A2997 RMK CF1CI3 SLP150 DENSITY ALT 700FT
CYUL,2021-09-25 15:00:00,69.8,51.8,52.77,M,4.0,0.0,29.94,1014.0,30.0,M,FEW,BKN,M,M,3500.0,25000.00,M,M,M,M,M,M,M,M,M,M,CYUL 251900Z VRB04KT 30SM FEW035 BKN250 21/11 A2994 RMK CF1CI7 CF TR SLP140 DENSITY ALT 900FT
CYUL,2021-09-25 16:00:00,69.8,51.8,52.77,140.00,8.0,0.0,29.91,1013.1,30.0,M,BKN,M,M,M,24000.0,M,M,M,M,M,M,M,M,M,M,M,CYUL 252000Z 14008KT 080V170 30SM BKN240 21/11 A2991 RMK CI7 SLP131 DENSITY ALT 900FT
CYUL,2021-09-25 17:00:00,69.8,50.0,49.37,130.00,8.0,0.0,29.9,1012.7,30.0,M,BKN,M,M,M,20000.0,M,M,M,M,M,M,M,M,M,M,M,CYUL 252100Z 13008KT 30SM BKN200 21/10 A2990 RMK CS7 SLP127 DENSITY ALT 900FT
CYUL,2021-09-25 18:00:00,68.0,50.0,52.51,120.00,6.0,0.0,29.89,1012.2,30.0,M,OVC,M,M,M,21000.0,M,M,M,M,M,M,M,M,M,M,M,CYUL 252200Z 12006KT 30SM OVC210 20/10 A2989 RMK CS8 SLP122 DENSITY ALT 900FT
CYUL,2021-09-25 19:00:00,66.2,51.8,59.74,140.00,6.0,0.0,29.88,1012.0,30.0,M,BKN,M,M,M,25000.0,M,M,M,M,M,M,M,M,M,M,M,CYUL 252300Z 14006KT 30SM BKN250 19/11 A2988 RMK CI7 CS ASOCTD SLP120 DENSITY ALT 800FT
CYUL,2021-09-25 20:00:00,66.2,53.6,63.82,110.00,5.0,0.0,29.87,1011.6,15.0,M,BKN,M,M,M,25000.0,M,M,M,M,M,M,M,M,M,M,M,CYUL 260000Z 11005KT 15SM BKN250 19/12 A2987 RMK CI6 SLP116 DENSITY ALT 700FT
CYUL,2021-09-25 21:00:00,60.8,53.6,77.14,M,2.0,0.0,29.86,1011.5,15.0,M,BKN,M,M,M,25000.0,M,M,M,M,M,M,M,M,M,M,M,CYUL 260100Z VRB02KT 15SM BKN250 16/12 A2986 RMK CI6 SLP115 DENSITY ALT 400FT
CYUL,2021-09-25 22:00:00,62.6,53.6,72.38,110.00,3.0,0.0,29.86,1011.2,15.0,M,BKN,M,M,M,25000.0,M,M,M,M,M,M,M,M,M,M,M,CYUL 260200Z 11003KT 15SM BKN250 17/12 A2986 RMK CI5 SLP112 DENSITY ALT 500FT
CYUL,2021-09-25 23:00:00,64.4,53.6,67.95,160.00,3.0,0.0,29.84,1010.7,15.0,M,BKN,M,M,M,24000.0,M,M,M,M,M,M,M,M,M,M,M,CYUL 260300Z 16003KT 15SM BKN240 18/12 A2984 RMK CI5 SLP107 DENSITY ALT 600FT
CYUL,2021-09-26 00:00:00,62.6,55.4,77.29,140.0,4.0,0.0,29.83,1010.4,15.0,M,BKN,M,M,M,25000.0,M,M,M,M,M,M,M,M,M,M,M,CYUL 260400Z 14004KT 15SM BKN250 17/13 A2983 RMK CI5 SLP104 DENSITY ALT 500FT
CYUL,2021-09-26 01:00:00,60.8,55.4,82.37,160.0,3.0,0.0,29.82,1009.9,15.0,M,SCT,M,M,M,25000.0,M,M,M,M,M,M,M,M,M,M,M,CYUL 260500Z 16003KT 15SM SCT250 16/13 A2982 RMK CI4 SLP099 DENSITY ALT 400FT
CYUL,2021-09-26 02:00:00,59.0,55.4,87.83,180.0,2.0,0.0,29.81,1009.5,15.0,M,FEW,FEW,M,M,6000.0,24000.00,M,M,M,M,M,M,M,M,M,M,CYUL 260600Z 18002KT 15SM FEW060 FEW240 15/13 A2981 RMK SC1CI1 SC TR SLP095 DENSITY ALT 300FT
CYUL,2021-09-26 03:00:00,60.8,53.6,77.14,230.0,8.0,0.0,29.79,1009.1,15.0,M,FEW,FEW,M,M,6200.0,24000.00,M,M,M,M,M,M,M,M,M,M,CYUL 260700Z 23008KT 15SM FEW062 FEW240 16/12 A2979 RMK SC1CI1 SC TR SLP091 DENSITY ALT 500FT
CYUL,2021-09-26 04:00:00,59.0,53.6,82.25,240.0,10.0,0.0,29.79,1009.1,15.0,M,BKN,M,M,M,24000.0,M,M,M,M,M,M,M,M,M,M,M,CYUL 260800Z 24010KT 15SM BKN240 15/12 A2979 RMK CI5 SLP091 DENSITY ALT 300FT
CYUL,2021-09-26 05:00:00,57.2,53.6,87.74,250.0,11.0,0.0,29.8,1009.4,15.0,M,FEW,BKN,M,M,2000.0,24000.00,M,M,M,M,M,M,M,M,M,M,CYUL 260900Z 25011KT 15SM FEW020 BKN240 14/12 A2980 RMK CF1CI5 CF TR SLP094 DENSITY ALT 300FT
CYUL,2021-09-26 06:00:00,57.2,51.8,82.12,250.0,17.0,0.0,29.81,1009.7,15.0,M,SCT,BKN,M,M,9000.0,24000.00,M,M,M,M,M,M,M,M,M,M,CYUL 261000Z 25017KT 15SM SCT090 BKN240 14/11 A2981 RMK AC4CI2 SLP097 DENSITY ALT 200FT
CYUL,2021-09-26 07:00:00,57.2,51.8,82.12,260.0,12.0,0.0,29.82,1009.9,15.0,M,BKN,BKN,M,M,8800.0,24000.00,M,M,M,M,M,M,M,M,M,M,CYUL 261100Z 26012KT 15SM BKN088 BKN240 14/11 A2982 RMK AC5CI2 SLP099 DENSITY ALT 200FT
CYUL,2021-09-26 08:00:00,57.2,51.8,82.12,260.0,7.0,0.0,29.82,1010.1,15.0,M,FEW,SCT,BKN,M,5500.0,10000.00,24000.00,M,M,M,M,M,M,M,M,M,CYUL 261200Z 26007KT 15SM FEW055 SCT100 BKN240 14/11 A2982 RMK SC1AC3CI3 SLP101 DENSITY ALT 200FT
CYUL,2021-09-26 09:00:00,57.2,50.0,76.82,260.0,14.0,0.0,29.83,1010.2,15.0,M,FEW,SCT,BKN,BKN,6000.0,10000.00,15000.00,24000.00,M,M,M,M,M,M,M,M,CYUL 261300Z 26014KT 15SM FEW060 SCT100 BKN150 BKN240 14/10 A2983 RMK SC1AC3AC2CI2 SC TR SLP102 DENSITY ALT 200FT
CYUL,2021-09-26 10:00:00,60.8,50.0,67.54,270.0,10.0,0.0,29.83,1010.4,30.0,18.00,FEW,FEW,M,M,2000.0,15000.00,M,M,M,M,M,M,M,M,M,M,CYUL 261400Z 27010G18KT 30SM FEW020 FEW150 16/10 A2983 RMK CF1AC2 CF TR SLP104 DENSITY ALT 400FT
CYUL,2021-09-26 11:00:00,62.6,46.4,55.37,280.0,12.0,0.0,29.82,1010.1,30.0,18.00,FEW,FEW,M,M,2500.0,15000.00,M,M,M,M,M,M,M,M,M,M,CYUL 261500Z 28012G18KT 30SM FEW025 FEW150 17/08 A2982 RMK CF1AC1 CF TR SLP101 DENSITY ALT 600FT
CYUL,2021-09-26 12:00:00,64.4,46.4,51.98,280.0,12.0,0.0,29.8,1009.4,30.0,17.00,SCT,M,M,M,4500.0,M,M,M,M,M,M,M,M,M,M,M,CYUL 261600Z 28012G17KT 30SM SCT045 18/08 A2980 RMK CU4 SLP094 DENSITY ALT 700FT
CYUL,2021-09-26 13:00:00,64.4,44.6,48.55,260.0,15.0,0.0,29.79,1008.9,30.0,M,BKN,M,M,M,5000.0,M,M,M,M,M,M,M,M,M,M,M,CYUL 261700Z 26015KT 30SM BKN050 18/07 A2979 RMK CU6 SLP089 DENSITY ALT 600FT
CYUL,2021-09-26 14:00:00,64.4,44.6,48.55,260.0,12.0,0.0,29.77,1008.2,30.0,M,BKN,BKN,M,M,5000.0,7500.00,M,M,M,M,M,M,M,M,M,M,CYUL 261800Z 26012KT 30SM BKN050 BKN075 18/07 A2977 RMK CU5AC1 SLP082 DENSITY ALT 700FT
CYUL,2021-09-26 15:00:00,66.2,46.4,48.83,260.0,15.0,0.0,29.74,1007.4,30.0,20.00,SCT,BKN,M,M,5500.0,9000.00,M,M,M,M,M,M,M,M,M,M,CYUL 261900Z 26015G20KT 30SM SCT055 BKN090 19/08 A2974 RMK CU4AC1 SLP074 DENSITY ALT 900FT
CYUL,2021-09-26 16:00:00,66.2,46.4,48.83,230.0,15.0,0.0,29.74,1007.3,30.0,21.00,SCT,BKN,M,M,5500.0,9000.00,M,M,M,M,M,M,M,M,M,M,CYUL 262000Z 23015G21KT 30SM SCT055 BKN090 19/08 A2974 RMK CU3AC3 SLP073 DENSITY ALT 800FT
CYUL,2021-09-26 17:00:00,64.4,46.4,51.98,280.0,13.0,0.0,29.74,1007.3,30.0,21.00,FEW,BKN,M,M,4500.0,9500.00,M,M,M,M,M,M,M,M,M,M,CYUL 262100Z 28013G21KT 30SM FEW045 BKN095 18/08 A2974 RMK CU2AC4 SLP073 DENSITY ALT 800FT
CYUL,2021-09-26 18:00:00,64.4,46.4,51.98,270.0,11.0,0.0,29.75,1007.6,30.0,19.00,FEW,SCT,M,M,6500.0,9500.00,M,M,M,M,M,M,M,M,M,M,CYUL 262200Z 27011G19KT 30SM FEW065 SCT095 18/08 A2975 RMK SC2AC1 CU ASOCTD SLP076 DENSITY ALT 700FT
CYUL,2021-09-26 19:00:00,60.8,46.4,59.01,270.0,10.0,0.0,29.76,1008.1,15.0,M,FEW,M,M,M,6500.0,M,M,M,M,M,M,M,M,M,M,M,CYUL 262300Z 27010KT 15SM FEW065 16/08 A2976 RMK SC1 CU ASOCTD SLP081 DENSITY ALT 500FT
CYUL,2021-09-26 20:00:00,60.8,46.4,59.01,270.0,9.0,0.0,29.78,1008.7,15.0,M,FEW,SCT,M,M,5800.0,9000.00,M,M,M,M,M,M,M,M,M,M,CYUL 270000Z 27009KT 15SM FEW058 SCT090 16/08 A2978 RMK SC2AC1 SLP087 DENSITY ALT 400FT
CYUL,2021-09-26 21:00:00,57.2,46.4,67.12,230.0,6.0,0.0,29.8,1009.2,15.0,M,FEW,FEW,M,M,6000.0,12000.00,M,M,M,M,M,M,M,M,M,M,CYUL 270100Z 23006KT 15SM FEW060 FEW120 14/08 A2980 RMK CF1AC1 CF TR AC TR SLP092 DENSITY ALT 200FT
CYUL,2021-09-26 22:00:00,55.4,48.2,76.66,250.0,8.0,0.0,29.81,1009.7,15.0,M,FEW,FEW,FEW,M,6000.0,12000.00,24000.00,M,M,M,M,M,M,M,M,M,CYUL 270200Z 25008KT 15SM FEW060 FEW120 FEW240 13/09 A2981 RMK SC1AC1CI1 SC TR AC TR CI TR SLP097
CYUL,2021-09-26 23:00:00,57.2,48.2,71.83,250.0,9.0,0.0,29.81,1009.8,15.0,M,SCT,M,M,M,6000.0,M,M,M,M,M,M,M,M,M,M,M,CYUL 270300Z 25009KT 15SM SCT060 14/09 A2981 RMK SC3 SLP098
CYUL,2021-09-27 00:00:00,57.2,48.2,71.83,250.00,4.0,0.0,29.81,1009.7,15.0,M,SCT,BKN,M,M,5500.0,7500.00,M,M,M,M,M,M,M,M,M,M,CYUL 270400Z 25004KT 15SM SCT055 BKN075 14/09 A2981 RMK SC3AC2 SLP097
CYUL,2021-09-27 01:00:00,57.2,48.2,71.83,230.00,7.0,0.0,29.8,1009.4,15.0,M,BKN,M,M,M,8200.0,M,M,M,M,M,M,M,M,M,M,M,CYUL 270500Z 23007KT 15SM BKN082 14/09 A2980 RMK AC5 SLP094 DENSITY ALT 200FT
CYUL,2021-09-27 02:00:00,57.2,48.2,71.83,230.00,9.0,0.0,29.8,1009.3,15.0,M,SCT,M,M,M,8800.0,M,M,M,M,M,M,M,M,M,M,M,CYUL 270600Z 23009KT 15SM SCT088 14/09 A2980 RMK AC3 SLP093 DENSITY ALT 200FT
CYUL,2021-09-27 03:00:00,55.4,50.0,81.99,230.00,6.0,0.0,29.79,1009.0,15.0,M,FEW,M,M,M,8200.0,M,M,M,M,M,M,M,M,M,M,M,CYUL 270700Z 23006KT 190V260 15SM FEW082 13/10 A2979 RMK AC1 AC TR SLP090
CYUL,2021-09-27 04:00:00,57.2,48.2,71.83,240.00,10.0,0.0,29.78,1008.7,15.0,M,BKN,M,M,M,10000.0,M,M,M,M,M,M,M,M,M,M,M,CYUL 270800Z 24010KT 15SM BKN100 14/09 A2978 RMK AC5 SLP087 DENSITY ALT 200FT
CYUL,2021-09-27 05:00:00,57.2,50.0,76.82,240.00,7.0,0.0,29.78,1008.6,15.0,M,BKN,M,M,M,10000.0,M,M,M,M,M,M,M,M,M,M,M,CYUL 270900Z 24007KT 15SM BKN100 14/10 A2978 RMK AC5 SLP086 DENSITY ALT 200FT
CYUL,2021-09-27 06:00:00,57.2,48.2,71.83,230.00,9.0,0.0,29.78,1008.5,15.0,M,FEW,SCT,M,M,7000.0,10000.00,M,M,M,M,M,M,M,M,M,M,CYUL 271000Z 23009KT 15SM FEW070 SCT100 14/09 A2978 RMK AC1AC3 SLP085 DENSITY ALT 200FT
CYUL,2021-09-27 07:00:00,57.2,48.2,71.83,210.00,11.0,0.0,29.78,1008.6,15.0,M,BKN,BKN,M,M,7000.0,9000.00,M,M,M,M,M,M,M,M,M,M,CYUL 271100Z 21011KT 15SM BKN070 BKN090 14/09 A2978 RMK AC6AC1 SLP086 DENSITY ALT 300FT
CYUL,2021-09-27 08:00:00,59.0,50.0,72.01,210.00,11.0,0.0,29.77,1008.4,15.0,M,SCT,BKN,M,M,4500.0,7000.00,M,M,M,M,M,M,M,M,M,M,CYUL 271200Z 21011KT 15SM SCT045 BKN070 15/10 A2977 RMK SC3AC4 SLP084 DENSITY ALT 300FT
CYUL,2021-09-27 09:00:00,59.0,50.0,72.01,170.00,8.0,0.0,29.76,1007.8,15.0,M,FEW,BKN,BKN,BKN,3500.0,7000.00,10000.00,14000.00,M,M,M,M,M,M,M,M,CYUL 271300Z 17008KT 15SM FEW035 BKN070 BKN100 BKN140 15/10 A2976 RMK SC1AC4AC1AC1 SLP078 DENSITY ALT 400FT
CYUL,2021-09-27 10:00:00,60.8,51.8,72.2,210.00,10.0,0.0,29.76,1007.8,15.0,M,FEW,OVC,M,M,1500.0,2600.00,M,M,M,M,M,M,M,M,M,M,CYUL 271400Z 21010KT 15SM FEW015 OVC026 16/11 A2976 RMK CF1SC8 CF TR SLP078 DENSITY ALT 500FT
CYUL,2021-09-27 11:00:00,60.8,53.6,77.14,240.00,8.0,0.0,29.74,1007.4,15.0,M,BKN,OVC,M,M,1900.0,8500.00,M,M,M,M,M,M,M,M,M,M,CYUL 271500Z 24008KT 15SM BKN019 OVC085 16/12 A2974 RMK SC6AC2 SLP074 DENSITY ALT 500FT
CYUL,2021-09-27 12:00:00,60.8,53.6,77.14,240.00,10.0,0.0,29.73,1007.0,15.0,M,BKN,OVC,M,M,2100.0,8000.00,M,M,M,M,M,M,M,M,M,M,CYUL 271600Z 24010KT 15SM BKN021 OVC080 16/12 A2973 RMK SC7AC1 SLP070 DENSITY ALT 500FT
CYUL,2021-09-27 12:46:00,60.8,55.4,82.37,240.00,9.0,0.0,29.73,1006.8,15.0,M,BKN,OVC,M,M,2300.0,4500.00,M,M,-SHRA,M,M,M,M,M,M,M,CYUL 271646Z 24009KT 15SM -SHRA BKN023 OVC045 16/13 A2973 RMK SC6SC2 CVCTV CLD EMBD SLP068 DENSITY ALT 600FT
CYUL,2021-09-27 13:00:00,60.8,57.2,87.92,220.00,9.0,0.0,29.72,1006.5,10.0,M,BKN,BKN,OVC,M,2500.0,4200.00,7500.00,M,-SHRA,M,M,M,M,M,M,M,CYUL 271700Z 22009KT 10SM -SHRA BKN025 BKN042 OVC075 16/14 A2972 RMK SC5SC2AC1 CVCTV CLD EMBD SLP065 DENSITY ALT 500FT
CYUL,2021-09-27 13:30:00,60.8,57.2,87.92,240.00,8.0,0.0,29.71,1006.4,15.0,M,BKN,OVC,M,M,1200.0,3200.00,M,M,-SHRA,M,M,M,M,M,M,M,CYUL 271730Z 24008KT 15SM -SHRA BKN012 OVC032 16/14 A2971 RMK SC7SC1 CVCTV CLD EMBD SLP064 DENSITY ALT 500FT
CYUL,2021-09-27 14:00:00,60.8,57.2,87.92,250.00,5.0,0.0,29.71,1006.3,15.0,M,OVC,M,M,M,1400.0,M,M,M,-RA,M,M,M,M,M,M,M,CYUL 271800Z 25005KT 15SM -RA OVC014 16/14 A2971 RMK SC8 SLP063 DENSITY ALT 500FT
CYUL,2021-09-27 14:41:00,60.8,57.2,87.92,240.00,5.0,0.0,29.71,1006.2,15.0,M,BKN,OVC,M,M,1300.0,5500.00,M,M,M,M,M,M,M,M,M,M,CYUL 271841Z 24005KT 15SM BKN013 OVC055 16/14 A2971 RMK SC6SC2 SLP062 DENSITY ALT 500FT
CYUL,2021-09-27 15:00:00,60.8,57.2,87.92,240.00,5.0,0.0,29.7,1006.0,15.0,M,FEW,BKN,OVC,M,1200.0,2100.00,5500.00,M,M,M,M,M,M,M,M,M,CYUL 271900Z 24005KT 15SM FEW012 BKN021 OVC055 16/14 A2970 RMK SF1SC6SC1 SLP060 DENSITY ALT 500FT
CYUL,2021-09-27 15:49:00,60.8,57.2,87.92,250.00,4.0,0.0,29.7,1006.1,15.0,M,SCT,OVC,M,M,1200.0,4500.00,M,M,-RA,M,M,M,M,M,M,M,CYUL 271949Z 25004KT 15SM -RA SCT012 OVC045 16/14 A2970 RMK SC3SC5 SLP061 DENSITY ALT 500FT
